"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"ex - expectation of life at age x"," 1-4 years","80.96994266","77.97835548","84.0055126","79.68622796","77.38593635","81.97103708","79.44496887","77.06910477","81.79580913","78.5015897","75.89814619","80.99445338","77.43592683","74.40473656","80.23179746"
"ex - expectation of life at age x"," 5-9 years","77.01457065","74.02470748","80.04797279","75.73772828","73.44028939","78.01916048","75.4999172","73.12531438","77.84913046","74.56506624","71.96540397","77.05332698","73.50919354","70.48290514","76.29886058"
"ex - expectation of life at age x"," 10-14 years","72.04329639","69.0544553","75.07535695","70.76371496","68.46850961","73.04252093","70.53186137","68.15841205","72.87964506","69.60396428","67.00535724","72.09079892","68.54977776","65.52738915","71.3346217"
"ex - expectation of life at age x"," 15-19  years","67.07201539","64.08380309","70.10313595","65.79355714","63.49700324","68.07375178","65.56324489","63.19416303","67.90596685","64.64411598","62.04627263","67.12981622","63.59243561","60.57368669","66.37267999"
"ex - expectation of life at age x"," 20-24 years","62.14532796","59.17402598","65.15563937","60.8693803","58.58884139","63.13077672","60.64818723","58.30098264","62.96576488","59.74223325","57.17498682","62.19249386","58.73016442","55.75335367","61.46075267"
"ex - expectation of life at age x"," 25-29 years","57.23520498","54.29491755","60.20721244","55.96685566","53.72010162","58.18863211","55.75632356","53.44520277","58.03255229","54.86837671","52.3512634","57.26171314","53.90370711","50.9955186","56.5536966"
"ex - expectation of life at age x"," 30-34 years","52.32831207","49.41229901","55.26988758","51.07137611","48.85766704","53.25439965","50.87493272","48.60601106","53.10351634","49.98900222","47.51877924","52.32921564","49.0529972","46.19713726","51.64028067"
"ex - expectation of life at age x"," 35-39 years","47.45424844","44.5634491","50.36409766","46.20364505","44.0258013","48.34523264","46.00433344","43.77485583","48.1883214","45.12728671","42.69601884","47.42148744","44.21779474","41.40686956","46.74951362"
"ex - expectation of life at age x"," 40-44 years","42.62153703","39.76574564","45.48828226","41.36641539","39.22899282","43.46166024","41.17623426","38.98885367","43.31083696","40.3103228","37.92035949","42.55410796","39.44455067","36.68381525","41.91224946"
"ex - expectation of life at age x"," 45-49 years","37.85033757","35.039739","40.66156711","36.59962621","34.51244643","38.63583538","36.42397746","34.28531493","38.49959515","35.60063161","33.27119317","37.76891564","34.79337314","32.10859455","37.16239526"
"ex - expectation of life at age x"," 50-54 years","33.1864093","30.4289036","35.92970148","31.94645999","29.92743339","33.90041439","31.80778122","29.7448331","33.79012959","31.0473843","28.81121735","33.09793667","30.28237124","27.70050546","32.5175758"
"ex - expectation of life at age x"," 55-59 years","28.6838987","26.01537935","31.31089538","27.46746424","25.55226389","29.29387171","27.38929281","25.44877845","29.22043018","26.66403867","24.56840466","28.54028678","25.91682912","23.45710038","27.98364605"
"ex - expectation of life at age x"," 60-64 years","24.41208232","21.86725933","26.87273292","23.21283893","21.46168392","24.83875831","23.15470909","21.39982149","24.76416841","22.44434718","20.51577196","24.10552135","21.75049866","19.47008975","23.56962122"
"ex - expectation of life at age x"," 65-69 years","20.44213377","18.0715411","22.66829264","19.19243441","17.66645195","20.55386447","19.11446534","17.56999299","20.4669356","18.43029236","16.72485817","19.80795353","17.79411001","15.75088076","19.2927606"
"ex - expectation of life at age x"," 70-74 years","16.71348808","14.55120537","18.66436106","15.36916142","14.08794304","16.44101245","15.28975694","14.01974514","16.31932349","14.62133239","13.20615509","15.65159842","14.18024006","12.44978611","15.27077697"
"ex - expectation of life at age x"," 75-79 years","13.29266526","11.30606156","14.98319832","11.79217499","10.80620386","12.53517974","11.69413903","10.74986663","12.37496328","11.16854733","10.10111455","11.81505247","10.90895575","9.543409418","11.59852116"
"ex - expectation of life at age x"," 80-84 years","10.1473545","8.339696338","11.55886059","8.483273334","7.812782579","8.915150145","8.56562132","7.989844449","8.903143217","8.122420832","7.466213052","8.414068424","8.011796691","7.067303162","8.410989555"
"ex - expectation of life at age x"," 85+ years","7.736902024","5.8782098","9.046116755","5.735617269","5.407273092","5.886881548","5.974621888","5.834745073","6.023204639","5.531205888","5.347855652","5.587815531","5.562981227","5.04020351","5.73551875"
